video_id,channel_id,channel_title,title,description,published_at,url,thumbnail_url,status,latitude,longitude,categories,google_api_calls
e2AbYoU8aQo,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","森の京都「丹波の漆かき」文化講座","★:*:☆・∴・∴・∴‥∴‥∵‥∵∴・∴・∴・∴・☆:*:★
森の京都主催『丹波の漆かき』の文化講座。
特定非営利活動法人丹羽漆 山内氏のお話や
絵付け体験の様子を動画にしました！
★:*:☆・∴・∴・∴‥∴‥∵‥∵∴・∴・∴・∴・☆:*:★

― 伝統を学び、本物に触れる ―

漆の木の樹皮に傷をつけ、
滲み出る樹液を採取する作業である「漆かき」。
1300年の歴史を持つ「丹波の漆かき」の魅力に触れ、
貴重な日本の文化を未来へ発信し、伝承する講座です。

前半は特定非営利活動法人丹波漆 山内耕祐氏より、
実際に漆をかいていた現場で
丹波の漆かきの歴史や漆かきの作業について学び、
植栽地では植栽作業についてお話を聞きます。
最後には、やくの木と漆の館にて文化観光サポーターが絵付け体験も行っています。

¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨
◎やくの木と漆の館での体験について、詳しくは以下URLをご覧ください
https://www.city.fukuchiyama.lg.jp/soshiki/64/13903.html

◆NPO法人丹羽漆
https://www.tanbaurushi.org/

◆(一社)森の京都地域振興社（森の京都DMO）
https://morinokyoto.jp/

森の京都文化観光サポーターページ
https://morinokyoto.jp/bunka_supporter/

◆京都府文化観光サポーターFacebook
https://www.facebook.com/kyoto.bksupporter/

◆京都府文化観光サポーターInstagram
https://www.instagram.com/kyoto__bksupporter/",2022-03-30T05:03:05Z,https://www.youtube.com/watch?v=e2AbYoU8aQo,https://i.ytimg.com/vi/e2AbYoU8aQo/maxresdefault.jpg,keep,35.3388004,134.9314606,"Cultural Sites,Historical Sites,Scene Spots,Experiences",0
1AS7PV0AG4U,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","森の京都「丹後二俣紙」文化講座","★:*:☆・∴・∴・∴‥∴‥∵‥∵∴・∴・∴・∴・☆:*:★
森の京都主催『丹後二俣紙』の文化講座をライブ配信！
★:*:☆・∴・∴・∴‥∴‥∵‥∵∴・∴・∴・∴・☆:*:★
2022年3月13日（日） 13:30～14:30
福知山市大江町 和紙伝承館

― 伝統を学び、本物に触れる ―

良質な地元産のコウゾを使用した手漉きの「丹後二俣紙」
古来より伝承された「丹後和紙」の魅力に触れ、
貴重な日本の文化を未来へ発信し、伝承する講座です。

番組前半は田中製紙工業所の田中 敏弘 氏を講師にお迎えし、
原料となるコウゾや丹後二俣紙について学びます。
番組後半は田中氏に紙漉きの見本を見せていただき、森の京都文化観光サポーターが紙漉き体験を行います。

¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨¨
◆(一社)森の京都地域振興社（森の京都DMO）
https://morinokyoto.jp/

◆京都府文化観光サポーターFacebook
https://www.facebook.com/kyoto.bksupporter/

◆京都府文化観光サポーターInstagram
https://www.instagram.com/kyoto__bksupporter/",2022-03-13T17:20:45Z,https://www.youtube.com/watch?v=1AS7PV0AG4U,https://i.ytimg.com/vi/1AS7PV0AG4U/maxresdefault.jpg,keep,35.4140961,135.1523878,"Cultural Sites,Scene Spots,Experiences",0
fO7jugShW80,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","【京丹波町】#3 和知人形浄瑠璃～地域無形文化遺産 森育ちの文化が待っている～","山の恵みを受け、豊な森とともに発展してきた、「森の京都」。
森の京都エリアの6つのまちで、森と人が育んできた伝統文化の魅力あふれる映像をぜひご覧ください。

■和知人形浄瑠璃（京都府京丹波町）

和知人形浄瑠璃のルーツは、今から150年ほど前のこと。
農家の閑散期に人形回しを嗜んだのが、はじまりといわれています。
通常は3人で扱う人形を、たった1人で操ることが特徴で、太夫・三味線・人形の三業一体となった芸は、地域の誇る伝統の技です。
和知伝統芸能常設館の定期公演で見ることができます。

※この動画は、文化庁地域文化財総合活用推進事業（地域無形文化遺産継承のための新しい生活様式支援事業）おいて制作しました。

森の京都DMO
https://morinokyoto.jp/

Another Kyoto ⇒Global English Site
https://www.kyototourism.org/en/

動画制作：2021年度事業",2022-03-12T07:38:15Z,https://www.youtube.com/watch?v=fO7jugShW80,https://i.ytimg.com/vi/fO7jugShW80/maxresdefault.jpg,keep,35.2697644,135.3978474,"Cultural Sites,Nature & Outdoors,Events,Attractions",0
XZR_vEW3pFU,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","【亀岡市】#1 亀岡祭山鉾巡行～地域無形文化遺産 森育ちの文化が待っている～","山の恵みを受け、豊な森とともに発展してきた、「森の京都」。
森の京都エリアの6つのまちで、森と人が育んできた伝統文化の魅力あふれる映像をぜひご覧ください。

■亀岡祭山鉾巡行（京都府亀岡市）

その盛り上がりから、丹波の祇園祭とも呼ばれる例祭。
情緒ある提灯が山鉾に飾られ、街全体がとても賑わいます。
中でも、クライマックスの「山鉾巡行」は圧巻です。
毎年10月の23日（宵々山）、24日（宵宮）、25日（鉾の巡行）の3日間に渡って開催されます。
亀岡祭山鉾連合会HP
https://www.k-yamahoko.com/

※この動画は、文化庁地域文化財総合活用推進事業（地域無形文化遺産継承のための新しい生活様式支援事業）おいて制作しました。

森の京都DMO
https://morinokyoto.jp/

Another Kyoto ⇒Global English Site
https://www.kyototourism.org/en/

動画制作：2022年度",2022-03-08T23:39:38Z,https://www.youtube.com/watch?v=XZR_vEW3pFU,https://i.ytimg.com/vi/XZR_vEW3pFU/maxresdefault.jpg,keep,35.0095092,135.5901314,"Cultural Sites,Historical Sites,Experiences,Events",0
IQVAYi82dqs,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","【南丹市】#2 大送神社綱引き～地域無形文化遺産 森育ちの文化が待っている～","山の恵みを受け、豊な森とともに発展してきた、「森の京都」。
森の京都エリアの6つのまちで、森と人が育んできた伝統文化の魅力あふれる映像をぜひご覧ください。

■大送神社綱引き（京都府南丹市八木）

村を荒らす大蛇を武士が討ち取ったという故事にちなみ、はるか昔、千年以上も前から受け継がれてきた神事。
ヘビに見立てた網を、豊作祈願を込めて鳥居を挟み南北に引き合い、南が勝てば米、北が勝てば麦が豊作になると言われています。
開催日は、毎年1月中旬の日曜日の予定です。
京都府南丹市八木町日置
大送神社
https://morinokyoto.jp/event/ren-2040/

※この動画は、文化庁地域文化財総合活用推進事業（地域無形文化遺産継承のための新しい生活様式支援事業）おいて制作しました。

森の京都DMO
https://morinokyoto.jp/

Another Kyoto ⇒Global English Site
https://www.kyototourism.org/en/

動画作成：2021年度事業",2022-03-08T23:39:32Z,https://www.youtube.com/watch?v=IQVAYi82dqs,https://i.ytimg.com/vi/IQVAYi82dqs/maxresdefault.jpg,keep,35.0976607,135.5479547,"Cultural Sites,Temples & Shrines,Historical Sites,Scene Spots,Events",0
dP21MjDQMHI,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","【福知山市】#4 福知山音頭～地域無形文化遺産 森育ちの文化が待っている～","山の恵みを受け、豊な森とともに発展してきた、「森の京都」。
森の京都エリアの6つのまちで、森と人が育んできた伝統文化の魅力あふれる映像をぜひご覧ください。

■福知山音頭（京都府福知山市）

「ドッコイセ、ドッコイセー」のかけ声が特徴的な福知山音頭。
福知山城を築く際、木材や石材を運ぶ人々が、面白く唄い出し、踊り出したことに由来します。
今でも、多くの人々に愛される伝統の踊りです。
毎年、8月14～16，24～25日に福知山ドッコイセまつりで披露されます。
福知山市　福知山音頭HP
https://www.city.fukuchiyama.lg.jp/soshiki/7/1287.html

※この動画は、文化庁地域文化財総合活用推進事業（地域無形文化遺産継承のための新しい生活様式支援事業）おいて制作しました。

森の京都DMO
https://morinokyoto.jp/

Another Kyoto ⇒Global English Site
https://www.kyototourism.org/en/

動画制作：2021年度事業",2022-03-08T23:39:26Z,https://www.youtube.com/watch?v=dP21MjDQMHI,https://i.ytimg.com/vi/dP21MjDQMHI/maxresdefault.jpg,keep,35.2967661,135.1297354,"Cultural Sites,Events,Castles",0
YgMGomoBxdE,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","【綾部市】#5 綾部太鼓～地域無形文化遺産 森育ちの文化が待っている～","山の恵みを受け、豊な森とともに発展してきた、「森の京都」。
森の京都エリアの6つのまちで、森と人が育んできた伝統文化の魅力あふれる映像をぜひご覧ください。

■綾部太鼓（京都府綾部市）

綾部太鼓は、鳥羽の地で活躍した九鬼水軍が、兵士を鼓舞するために打ち鳴らしたのがはじまりです。
九鬼嘉隆の孫、九鬼隆季が綾部藩の初代藩主に就いた際、迫力満点の太鼓が伝わりました。あやべ初えびす大祭や大本節分大祭、あやべ丹の国まつりなどで披露されます。
綾部市太鼓連合会
https://www.facebook.com/ayabesitaikorengoukai/

※この動画は、文化庁地域文化財総合活用推進事業（地域無形文化遺産継承のための新しい生活様式支援事業）おいて制作しました。

森の京都DMO
https://morinokyoto.jp/

Another Kyoto ⇒Global English Site
https://www.kyototourism.org/en/

動画制作：2021年度事業",2022-03-08T23:39:20Z,https://www.youtube.com/watch?v=YgMGomoBxdE,https://i.ytimg.com/vi/YgMGomoBxdE/maxresdefault.jpg,keep,35.4141479,135.4414323,"Cultural Sites,Experiences,Nature & Outdoors,Events",0
BJUbZlD0YN4,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","【京都市京北】#6 山国隊軍楽～地域無形文化遺産 森育ちの文化が待っている～","山の恵みを受け、豊な森とともに発展してきた、「森の京都」。
森の京都エリアの6つのまちで、森と人が育んできた伝統文化の魅力あふれる映像をぜひご覧ください。

■山国隊軍楽（京都府右京区京北）

幕末に京北の農民たちで結成され、戊辰戦争を戦った山国隊。
彼らが行進の際に奏でていた、小気味よい太鼓のリズムや、美しい笛の音を受け継いだものが、今の山国隊軍楽です。
10月の上旬、山國神社の還幸祭で見ることができます。
京都観光Navi
https://ja.kyoto.travel/tourism/single01.php?category_id=1&tourism_id=1763

※この動画は、文化庁地域文化財総合活用推進事業（地域無形文化遺産継承のための新しい生活様式支援事業）おいて制作しました。

森の京都DMO
https://morinokyoto.jp/

Another Kyoto ⇒Global English Site
https://www.kyototourism.org/en/

動画制作：2021年度事業",2022-03-08T23:39:13Z,https://www.youtube.com/watch?v=BJUbZlD0YN4,https://i.ytimg.com/vi/BJUbZlD0YN4/maxresdefault.jpg,keep,35.1807218,135.6618884,"Cultural Sites,Temples & Shrines",0
E4M67hqQ3uk,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","2021年度森の京都文化観光サポーターラジオ 第3回「丹波の漆かき」","京都FM丹波のラジオ番組　「森の京都presents知っとる？伝統文化in 福知山」の放送音声です。森の京都文化観光サポーターが月1回福知山市の無形文化財を取り上げ、サポーターの目線で皆さまに紹介していきます。

 第3回目は【丹波の漆かき】
京都府福知山市夜久野町は古くから「丹波漆」が採れる日本でも有数の漆の産地です。そこには、日本の伝統産業を守り、受け継いでいく漆かき職人がいます。

 番組前半は漆の基礎知識編。
江戸時代に盛んだった漆かき、現在使われている漆は9割が輸入漆です。
この貴重な国産漆のスゴイをご紹介します！

後半は漆かき職人でNPO法人丹波漆の広報担当でもある山内耕祐さんをゲストに迎えお話しを伺います。漆との出会い、福知山移住のきっかけ、苦労されることや漆の魅力などをお聞きしました。爽やかな印象の山内さんの漆に対する熱い想いにサポーターも感動！

(一社)森の京都地域振興社 森の京都DMO
https://morinokyoto.jp/

京都FM丹波放送 福知山79.0MHz
http://fukuchiyama.fm-tanba.jp/

森の京都文化観光サポーターページ
https://morinokyoto.jp/bunka_supporter/

===================================================
【森の京都文化観光サポーター Profile】
近藤美紀：福知山出身・3児の母でバリスタ、英語教師、英語ガイドなどいろいろな分野で働くマルチ人間。趣味は映画・ドラマ鑑賞、洞窟・廃墟の探検

足立　英：福知山生まれ・福知山育ち・福知山大好き人間。イラストを描いたり、地元のイベントに携わったり、いろいろと福知山ライフを楽しんでいます。将来は丁寧な暮らしがしたい！",2021-10-13T08:12:39Z,https://www.youtube.com/watch?v=E4M67hqQ3uk,https://i.ytimg.com/vi/E4M67hqQ3uk/maxresdefault.jpg,keep,35.1566609,135.5251982,"Cultural Sites,Experiences",0
P5WzfB6xJnQ,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","森の京都・伝統を紡ぐ人々の物語","森の京都エリアには、日本刀の刀鍛冶や友禅和紙など、京の文化を支えてきた伝統工芸が今も残っています。
この動画では、技術者たちが伝統を受け継ぎ未来へつなぐ姿、そして彼らの思いを描いています。
この土地の宝として、そして生活の一部として、次の世代へと紡がれる伝統工芸やその技術をご覧ください。

------------------------------------------------
森の京都地域振興社(森の京都DMO)
知られざる京都の魅力を世界に発信する公的旅行会社です。
まだ誰も体験したことのない旅をご一緒しませんか。

□公式サイト：https://morinokyoto.jp/
□Instagram：https://www.instagram.com/morinokyoto.jp/

お問合せ：
□住所：京都府亀岡市追分町谷筋25番地30
□TEL：0771-22-9800
□E-mail：info@morinokyoto.jp
-------------------------------------------------",2021-10-04T04:16:33Z,https://www.youtube.com/watch?v=P5WzfB6xJnQ,https://i.ytimg.com/vi/P5WzfB6xJnQ/maxresdefault.jpg,keep,35.0165685,135.5813814,"Cultural Sites,Scene Spots,Experiences,Craftsmen",0
WAIWlHLPjjo,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","Woodland Kyoto / Foreigner Experience Vlog [Autumn Leaves / Nature & Trekking]","In Woodland Kyoto, there are many attractive experience contents that make use of the rich nature and the land pattern there.
This time, we will introduce the experiences of Russians living in Japan, Maxim and Yuliya, such as staying in a thatched roof private house, cycling, and trekking in Vlog format.
There will be new encounters and discoveries in Kyoto, a forest where the original scenery of Japan remains, away from the hustle and bustle of the city.
Please come and visit us!

------------------------------------------------
Woodland Kyoto Regional Promotion Company (Woodland Kyoto DMO)
It is a public travel agency that conveys the unknown charm of Kyoto to the world.
Would you like to join us on a trip that no one has ever experienced?

□ Official site: https://morinokyoto.jp/
□ Instagram: https://www.instagram.com/morinokyoto.jp/

Inquiries:
□ Address: 25-30 Tanisuji, Oiwake-cho, Kameoka-shi, Kyoto
□ TEL: 0771-22-9800
□ E-mail: info@morinokyoto.jp
------------------------------------------------",2021-10-04T04:15:07Z,https://www.youtube.com/watch?v=WAIWlHLPjjo,https://i.ytimg.com/vi/WAIWlHLPjjo/maxresdefault.jpg,keep,35.0168187,135.6713013,"Scene Spots,Nature & Outdoors,Experiences",0
l1we8Qajqmw,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","実はすぐそこ！京都駅から森の京都まで【アクセス紹介動画】","京都市内から少し足を延ばして自然に触れてみたいけど、京都市内から遠いのでは…と思われている方も多いのではないでしょうか？
実は電車で１本。京都駅から乗り換えもなく、森の京都の窓口である亀岡までは２０分と簡単に行くことが出来るんです！綺麗な田園風景を車窓から眺め、自然の雄大さを感じながら、ぜひ森の京都へお越しください♪

------------------------------------------------
森の京都地域振興社(森の京都DMO)
知られざる京都の魅力を世界に発信する公的旅行会社です。
まだ誰も体験したことのない旅をご一緒しませんか。


□公式サイト：https://morinokyoto.jp/
□Facebook：https://www.facebook.com/WoodlandKyoto
□Twitter：https://twitter.com/morinokyoto
□Instagram：https://www.instagram.com/morinokyoto.jp/


お問合せ：
□住所：京都府亀岡市追分町谷筋25番地30
□TEL：0771-22-9800
□E-mail：info@morinokyoto.jp
-------------------------------------------------",2021-10-04T04:14:30Z,https://www.youtube.com/watch?v=l1we8Qajqmw,https://i.ytimg.com/vi/l1we8Qajqmw/maxresdefault.jpg,keep,35.0165685,135.5813814,"Scene Spots,Nature & Outdoors,Experiences",0
KLTIHMVImnw,UCJx1r26D2GC3lxFLFrHmswg,"森の京都公式チャンネル_Woodland Kyoto","森の京都でカヤックツアー With KYOTO SANGA TIMES","京都府綾部の山家（やまが）のRiver WalkerでKyoto Sangaの2021新キャンパス隊、志賀可奈子ちゃん（かなぱん）とカヤックツアーを体験してきました🛶

今回ご紹介するのは由良川の大自然の中、川に浮かんでプカプカと流れ下っていく初めてでも楽しめるリバーアクティビティです。

午前中は山家エリアでカヤックになれる練習。上達すると秘密の滝に出会えます。

お昼ごはんは、JR山家駅前の喫茶ふれあいの駅、地元野菜を使った「山家ふれあいの駅、特製弁当」ここではスムージーや毎月限定のオリジナルドリンクもあるローカルカフェです。地元の新鮮野菜や特産の梅を使ったスイーツなど季節限定の商品もありますので要チェックです。

さて、ダウンリバーの本番です。車で少し移動をして、綾部大橋から私市エリアまでの6ｋｍにチャレンジです。ここは空を感じる雄大なコースです。ゆったりした流れや速い流れを漕ぎ進めたりと川の表情に触れながら遊ぶことができます。

River Walkerのガイドのいけさんの丁寧なインストで楽しい時間を過ごすことができ大満足いただけます。

River Walkerのカヤックツアーに参加したい方はこちらから！
https://morinokyoto.jp/
※現在、ランディングページ作成中、森の京都DMOのHPから申し込みができるように進めています。",2021-09-16T01:34:52Z,https://www.youtube.com/watch?v=KLTIHMVImnw,https://i.ytimg.com/vi/KLTIHMVImnw/maxresdefault.jpg,keep,34.7672869,135.98497,"Nature & Outdoors,Experiences",0
